法人番号,空欄,空欄,空欄,サービスの名称（最大40文字）,サブタイトル（最大40文字）,サービスの対象者,サービスの対象分野,都道府県（全国サービスの場合はチェックなし）,対象地域群,空欄,空欄,空欄,サービス概要（最大200文字）,,空欄,開始日,終了日,サービス期間に関して自由に記入してください。（最大２０文字）,空欄,詳細情報URL,企業名等,空欄,空欄,サービス対象の業種（標準産業分類）,［事業者向けサービス］支援対象事業ステージ,［事業者向けサービス］サービス分類,［事業者向けサービス］「お困りごと」,［個人向けサービス］ライフステージ,［個人向けサービス］サービス分類,［個人向けサービス］お困りごと,災害名,キーワード,空欄,空欄,空欄,情報更新日,空欄,空欄,空欄,サービス費用,サービス詳細分類,［教育用サービスの場合］教育用サービス内容,主な所属団体名,記入者の連絡先（メールアドレス）・・非公開,本情報は、業界団体などを通じて各企業が登録した情報であり、情報の内容、情報活用等により生じた一切の責任を政府は負いません。情報源を確認するなどして、利用者の判断で活用してください。
,,,,リモートアクセス環境（SEIL、IIJ SMF sxサービス）,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,,,,,最短で即日、リモートアクセスサーバ機能を備えたVPN機器（SEIL）を出荷します。,,,2020/3/13,2020/5/31,,,https://www.iij.ad.jp/news/pressrelease/2020/0313.html,株式会社インターネットイニシアティブ,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク、リモートオフィス,,,,2020-03-24,,,,無料,,,地方版IoT推進ラボ事務局,,
,,,,オリエンVR,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","教育・学習支援, ワークスタイル（テレワーク含む）, その他",,,,,,VRで新入社員向け「オリエンテーション」を実施できるサービスです。当社独自のVR撮影・編集ノウハウとVR配信プラットフォーム「Blinky」を活かし、撮影から最短２週間で利用開始可能なサービスとなっております。遠隔で自宅に居ながらオリエンが可能です。,,,2020/3/5,2021/3/4,,,https://www.alphacode.co.jp/news-events/20200304180542.html,株式会社アルファコード,,,,,サービス提供,,,,,新型コロナウイルス感染症,VRオンライン研修（オリエンテーション）,,,,2020-03-24,,,,割引,イベント支援,,その他,,
,,,,テレワークソリューション,,企業等,ワークスタイル（テレワーク含む）,,,,,,自宅からパソコンを使い、会社と同様の仕事ができる環境を提供します。社員同士、お客様や取引先との商談、文章や各種データの共有、情報漏洩を防止、社内システムに安全にアクセスできます。弊社サイトの「お問い合わせ」フォームからご相談ください。,,,2020/3/24,,新型コロナウイルスによる影響が終息するまで,,https://www.psc-inc.co.jp/index.html,株式会社ピーエスシー,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-24,,,,その他,,,コンピュータソフトウェア協会,,
,,,,「@葬儀」,,"企業等, 行政機関, 葬儀社","生活関連サービス、娯楽, コミュニケーション, その他",,,,,,＠葬儀は一部のご遺族だけが葬儀場で、他の参列者様は自宅パソコン等のオンライン上で葬儀を見れ、オンライン参列できる仕組みです。外出や人の集まりが自粛される状況下で喪主・ご遺族、故人のご友人など皆さまが参加できます。＠葬儀は葬儀社様から個人の方へご提供して頂きます。,,,2020/4/1,,,,https://www.micro-wave.net/news/200401366.html,株式会社マイクロウェーブ,,,,,サービス提供,,,,,新型コロナウイルス感染症,オンライン葬儀,,,,2020-03-24,,,,無料,イベント支援,,その他,,
,,,,クラウド通訳,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","ワークスタイル（テレワーク含む）, コミュニケーション, その他",,,,,,タブレットやスマートフォンのアプリを通じて、通訳者をテレビ電話で呼び出すサービスです。2020年4月1日（水）より、新規加入者向けに一部プランを３カ月間無料で提供いたします。新型コロナウイルスの影響で通訳人材の確保にお困りの自治体・企業などがサービスを利用しやすくし外国語対応に関する負担軽減および円滑なコミュニケーションを支援いたします。,,,2020/4/1,2020/6/30,,,https://support.eonet.jp/news/861/,株式会社オプテージ,,,,,サービス提供,,,,,新型コロナウイルス感染症,オンライン通訳サービス,,,,2020-04-02,,,,無料,コミュニケーション支援,,電気通信事業者協会（TCA）,,
,,,,SmartSTREAMビデオプラットフォームサービス シンプルプラン,,"教育機関, 行政機関","教育・学習支援, ワークスタイル（テレワーク含む）, コミュニケーション",,,,,,お客さまの動画をインターネットで簡単に配信するためのサービスです。卒入学式・説明会などの行事や講座・授業など、録画映像のオンライン配信にご活用いただけます。,,,2020/3/10,2020/6/30,2020/4/30までのお申込みで2020/6/30まで無償提供,,https://www.smartstream.ne.jp/ovp/cp/02a.html,NTTスマートコネクト株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,インターネット動画配信サービス,,,,2020-03-25,,,,無料,イベント支援,,日本インターネットプロバイダー協会,,
,,,,複合機連携サービスbizhub essentialsを一定期間無償提供（テレワーク支援対策）,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","教育・学習支援, ワークスタイル（テレワーク含む）, 医療、福祉, 生活関連サービス、娯楽, 宿泊、飲食サービス, コミュニケーション",,,,,,"複合機活用業務を社外に持ち出せる！bizhub essentialsを6月末まで無償提供。
 クラウドストレージと連携させ、自宅でもFAX送受信や事務所複合機への印刷が行えます。
 お申し込み方法は弊社担当営業・CEにお問合せください。",,,2020/3/25,2020/6/30,,,https://www.konicaminolta.jp/business/information/release/200325-01.html,コニカミノルタジャパン株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-26,,,,無料,,,日本テレワーク協会,,
,,,,MicrosoftR Office 365R ユーザー向け活用支援サービス,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関","ワークスタイル（テレワーク含む）, コミュニケーション",,,,,,日立グループでの活用支援と普及活動を通じて得られたノウハウを活かし、お客さま組織内でのOffice 365の利用促進、定着化を支援するコンサルティングサービス,,,2020/3/26,,,,https://www.hitachi.co.jp/ws_sol/solution/O365/,株式会社日立製作所,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-26,,,,その他,,,電子情報技術産業協会（JEITA）,,
,,,,奉行クラウド,,企業等,ワークスタイル（テレワーク含む）,,,,,,"在宅勤務・テレワークを導入する企業に対し、クラウド型基幹業務システム奉行クラウドの『会計・給与・販売・勤怠・仕入』を90日間無償提供。提供期間中は、『奉行クラウド』の通常商品と同等の機能を提供し、OBCサポートセンターも利用可能。
",,,2020/3/26,2020/5/31,90日間,,https://www.obc.co.jp/bugyo-cloud/tlwsup/inquiry,株式会社オービックビジネスコンサルタント（OBC）,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-04-02,,,,無料,,,コンピュータソフトウェア協会,,
,,,,PCデータ秘密分散型セキュリティサービス,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,,,,,日立グループでのクライアント端末の導入・運用を通じて培ったセキュリティ設計ノウハウや、ZenmuTech社の秘密分散技術などを活用し、Office 365を利用するクライアント端末に高度な情報漏えい対策を提供するサービス,,,2020/3/26,,,,https://www.hitachi.co.jp/Prod/comp/OSD/pc/businesspc/product/tc/scrtdsp.html,株式会社日立製作所,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-26,,,,その他,,,電子情報技術産業協会（JEITA）,,
,,,,日報管理グループウェアBeWorks(ビーワークス）,,企業等,"ワークスタイル（テレワーク含む）, コミュニケーション",,,,,,日報に特化したクラウド業務日報グループウェア。労務時間管理・管理会計等の分析機能が充実,,,,,,,http://beworks.net/,株式会社ＢＥＬＬＳＯＦＴ,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-26,,,,その他,,,その他,,
,,,,AQstage 仮想デスクトップ,,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",ワークスタイル（テレワーク含む）,,,,,,"「AQstage 仮想デスクトップ」は、パソコンやタブレット端末など様々なデバイスからでもオフィスと同じように業務ができる環境を提供します。本サービスにおいて、最短1週間でご提供可能な「テレワーク応援キャンペーン」を期間限定で実施します。
 ※お申し込みおよび仮想デスクトップ環境の提供に必要な情報をいただいてから最短1週間でのご提供となります。",,,2020/3/24,2020/12/31,"・お申し込み受付期間：2020/3/24～2020/6/31
 ・最長利用期間：6ヵ月",,https://www.ntt-neo.com/service/daas/,NTTネオメイト ITビジネス本部 プラットフォームサービス推進部,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク、在宅勤務,,,,2020-03-26,,,,割引,,,その他,,
,,,,「テレスタ」,,企業等,ワークスタイル（テレワーク含む）,,,,,,CLINKS株式会社のTeleworkStyle(テレスタ)では、ITエンジニア在宅派遣サービスを展開しています。経験豊富な弊社在宅エンジニアのご利用で、コストカットを実現します。御社のご要望に応じて利用日数や時間など柔軟に対応いたしますので、お気軽にお問合わせください。,,,2020/3/26,,終了時期未定,,https://teleworkstyle.clinks.jp/,CLINKS株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,ITエンジニア在宅派遣サービス,,,,2020-03-26,,,,割引,,,日本テレワーク協会,,
,,,,テレワーク支援サービス,,企業等,ワークスタイル（テレワーク含む）,,,,,,テレワークを導入する企業に対して、格安SIM 、O365（SherPoint）、ルータなど テレワークに必要なサービスをパックにて提供する,,,2020/3/26,,終了時期未定,,https://blog.biz.biglobe.ne.jp/?p=3027,ビッグローブ株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-26,,,,その他,,,テレコムサービス協会（テレサ協）,,
,,,,Qontextual,,行政機関,"ワークスタイル（テレワーク含む）, その他",,,,,,文章に関連したあらゆる課題解決を実現するFAQ検索エンジンです。新型コロナウイルス感染症についての市民からの「よくある質問」に対する窓口業務にQontextualを導入することで、「市民への正確な最新情報の提供」と「対応する職員の負担軽減」が期待できます。,,,2020/3/24,,終了時期未定,,https://www.qontextual.jp/,株式会社エクサウィザーズ,,,,,サービス提供,,,,,新型コロナウイルス感染症,FAQ検索エンジン,,,,2020-03-26,,,,無料,,,その他,,
,,,,Rakuten ABCmouse,,"教育機関, 民間の塾・英語教室",教育・学習支援,,,,,,"楽天が、Age of Learning, Inc.（本社：カリフォルニア州ロサンゼルス、CEO：Paul Candland）と業務提携し展開している児童向け英語教育サービスです。
 通常は個人向けに販売しているサービスですが、今回期間限定で法人向けに無償提供することで、休校により授業を受けることができない子どもたちへの学習機会の創出を支援します。
 本サービスでは、5,000以上の英語学習アクティビティーを通じて、2,000以上の英単語をフレーズとともに学ぶことができます。",,,2020/3/6,2020/5/31,"・無償提供期間： 2020年3月6日（金）～2020年5月31日（日）
 ・申込期間： 2020年3月6日（金）～2020年4月30日（木）
 ※無償提供期間・申込期間ともに1ヶ月延長いたしました。",,https://corp.rakuten.co.jp/news/update/2020/0306_02.html,楽天株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,児童向けオンライン英語教育サービス,,,,2020-03-26,,,,無料,オンライン授業,,新経済連盟,,
